Marca temporal,A quin centre educatiu estàs?,A quin curs vas?,Curs processat,Gènere?,El cervell...,El context...,Els automatismes del cervell...,El cervell humà...,Els anuncis publicitaris...,la informació que consumim i la manera en que parlem...,La discriminació...,Penses que el coneixement científic ajuda a combatre situacions de discriminació?,M'agraden les ciències,considero,Veig la utilitat de la ciència en els nostres problemes del dia a dia,T'ha agradat el taller?,"Si us plau, comenta si hi ha alguna cosa que t'ha agradat molt o alguna que no t'ha agradat gens",Mitjana,Bona nota
3/5/2023 14:27,IE El Molí,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,com té un origen evolutiu justifica la seva existència i és bona,Si,Si,Si,Si,9,Els experiments son molt guapos.,"0,8571428571",Bona nota
3/5/2023 14:27,IE El Molí,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,Si,Si,10,M’han agradat molt tots els exemples ,1,Bona nota
3/5/2023 14:27,IE El Molí,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,funcionen perfectament a la societat actual,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,"No, no m'agraden",No,8,En general ha sido entretenido,"0,8571428571",Bona nota
3/5/2023 14:27,IE El Molí,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,"actuen sobre el circuit de la serotonina, generant felicitat a llarg termini",Condicionen la manera en la que veiem el món,com té un origen evolutiu justifica la seva existència i és bona,Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,El ultimo experimento me ha gustado bastante ,"0,7142857143",Bona nota
3/5/2023 14:28,IE El Molí,1r batxillerat,Batxillerat,Masculí,interpreta la realitat tal com és,pot ser determinat per la societat i la cultura,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per analitzar millor les coses,no usen el coneixement neurocientífic per fer-los més efectius (neuromarketing),Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,M'ha agradat lo del punt ceg,"0,4285714286",Mala nota
3/5/2023 14:28,IE El Molí,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,No,"No, no m'agraden",No,6,"Me ha gustado que no ha sido aburrido, sino entretenido y nos ha hecho participar ","0,8571428571",Bona nota
3/5/2023 14:29,IE El Molí,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",és irrellevant a l'hora d'analitzar una situació quotidiana,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,no es pot manifestar de manera inconscient,Si,No,"No, no m'agraden",Si,10,"La de dos persones iguals, pero am diferen esteriotip ","0,5714285714",Mala nota
3/5/2023 14:29,IE El Molí,1r batxillerat,Batxillerat,Masculí,interpreta la realitat tal com és,és irrellevant a l'hora d'analitzar una situació quotidiana,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per anar més ràpid,no usen el coneixement neurocientífic per fer-los més efectius (neuromarketing),Condicionen la manera en la que veiem el món,"afecta a la gent més dèbil i vulnerable, a mi no",No,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,La manera de pensar les coses ràpidament m’ajudat ha vaeure com penso amb el servei automàtic ,"0,2857142857",Mala nota
3/5/2023 14:29,IE El Molí,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,funcionen perfectament a la societat actual,crea automatismes per anar més ràpid,"actuen sobre el circuit de la serotonina, generant felicitat a llarg termini",Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,No,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,tot m’agradat ,"0,7142857143",Bona nota
3/5/2023 14:30,IE El Molí,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",és irrellevant a l'hora d'analitzar una situació quotidiana,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,no es pot manifestar de manera inconscient,Un poco,Si,"No, m'agradaria però són molt difícils o no em veig capaç",No,10,Me gustaron los experimentos ,"0,7142857143",Bona nota
3/5/2023 14:44,IE El Molí,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,no usen el coneixement neurocientífic per fer-los més efectius (neuromarketing),Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,La refoexio que surt de con l'entorn en el que esten i la cultura condiciona els nostres pensaments rapids. I el fet de tenir la capacitat de cambiar-los,"0,8571428571",Bona nota
8/5/2023 13:08,Escola Pia Sarrià Calassanç,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,Si,Si,10, ,1,Bona nota
8/5/2023 13:08,Escola Pia Sarrià Calassanç,1r batxillerat,Batxillerat,Masculí,"completa i, per tant, inventa part de la realitat",és irrellevant a l'hora d'analitzar una situació quotidiana,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,.,"0,8571428571",Bona nota
8/5/2023 13:08,Escola Pia Sarrià Calassanç,1r batxillerat,Batxillerat,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",és totalment diferent al cervell d'altres mamífers,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,Si,Si,10,.,"0,7142857143",Bona nota
16/06/2023 12:46:46,Institut de Miami,3r ESO,3r-4t ESO,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,Si,Si,9,tot m’ha agradat,"0,8571428571",Bona nota
16/06/2023 12:46:49,Institut de Miami,3r ESO,3r-4t ESO,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"afecta a la gent més dèbil i vulnerable, a mi no",Si,Si,"No, no m'agraden",No,8,   ,"0,5714285714",Mala nota
16/06/2023 12:47:32,Institut de Miami,3r ESO,3r-4t ESO,Masculí,interpreta la realitat tal com és,pot ser determinat per la societat i la cultura,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",no crea automatismes,no usen el coneixement neurocientífic per fer-los més efectius (neuromarketing),Només afecten als més dèbils i vulnerables,"encara que a vegades pot ser complicat, podem lluitar contra ella",No,Si,"No, no m'agraden",No,10,Les actividades ,"0,2857142857",Mala nota
16/06/2023 12:47:47,Institut de Miami,3r ESO,3r-4t ESO,Femení,"completa i, per tant, inventa part de la realitat",només té sentit al avaluar il·lusions òptiques,"no es seleccionen igual que altres trets més evidents, com el color dels ulls",crea automatismes per anar més ràpid,"no importa com els facin, no afecten mai a les teves decisions",No importen perquè succeeixen fora del cos,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,Si,Si,10,Me agradat molt fer els experiments ,"0,4285714286",Mala nota
16/06/2023 12:48:05,Institut de Miami,3r ESO,3r-4t ESO,Masculí,interpreta la realitat tal com és,pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,com té un origen evolutiu justifica la seva existència i és bona,Si,Si,Si,Si,10,"Ha estat perfecte, molt interactiu pero podría haber durat més","0,7142857143",Bona nota
16/06/2023 12:50:03,Institut de Miami,3r ESO,3r-4t ESO,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,s'han seleccionat evolutivament per prendre decisions ràpides,crea automatismes per analitzar millor les coses,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,no es pot manifestar de manera inconscient,Si,No,Si,Si,9,no,"0,7142857143",Bona nota
13/12/2022 10:27:39,Escola Pia Sarrià Calassanç,4t ESO,3r-4t ESO,Masculí,"completa i, per tant, inventa part de la realitat",només té sentit al avaluar il·lusions òptiques,estan pensats per la supervivència,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Només afecten si estan a les xarxes socials,totes les anteriors són certes,Si,No,Si,Si,10,tot ma agradat molt ,"0,4285714286",Mala nota
13/12/2022 10:28:10,Escola Pia Sarrià Calassanç,4t ESO,3r-4t ESO,Altres / no aplica,interpreta la realitat tal com és,pot ser determinat per la societat i la cultura,estan pensats per la supervivència,és totalment diferent al cervell d'altres mamífers,exploten els nostres automatismes pel seu propi benefici,Només afecten als més dèbils i vulnerables,es pot manifestar de manera inconscient,Si,Si,"No, no m'agraden",Si,10,Molt divertid grasias,"0,2857142857",Mala nota
13/12/2022 10:28:13,Escola Pia Sarrià Calassanç,4t ESO,3r-4t ESO,Altres / no aplica,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,són ràpids,no crea automatismes,fomenten que es consumeixi informació variada,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,No,Si,Si,10,Molt be,"0,5714285714",Mala nota
13/12/2022 10:28:28,Escola Pia Sarrià Calassanç,4t ESO,3r-4t ESO,Masculí,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,són ràpids,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,"encara que a vegades pot ser complicat, podem lluitar contra ella",Si,Si,"No, m'agradaria però són molt difícils o no em veig capaç",Si,9,Tot molt bé,"0,8571428571",Bona nota
13/12/2022 10:28:28,Escola Pia Sarrià Calassanç,4t ESO,3r-4t ESO,Femení,"completa i, per tant, inventa part de la realitat",pot ser determinat per la societat i la cultura,estan pensats per la supervivència,crea automatismes per anar més ràpid,exploten els nostres automatismes pel seu propi benefici,Condicionen la manera en la que veiem el món,es pot manifestar de manera inconscient,Si,Si,Si,Si,10,crec que és molt entretingut i es nota l'esforç,"0,7142857143",Bona nota
